,0,1,2,3,4
smoker_false__0,-0.37652551096680426,-0.3225196013568138,1.0014792981429108,-0.59508629211918,-0.6033910404665073
smoker_false__1,0.11252486534640119,0.0963851682215764,-0.2992926638128239,0.17784188040343304,0.1803237592198757
smoker_true__0,0.11252486534640119,0.0963851682215764,-0.2992926638128239,0.17784188040343304,0.1803237592198757
smoker_true__1,-0.37652551096680426,-0.3225196013568138,1.0014792981429108,-0.59508629211918,-0.6033910404665073
drink_level_abstemious__0,-0.19957011626269788,-0.09704101146115846,0.2886499870490047,-0.3043021807851909,-0.15507654841828092
drink_level_abstemious__1,0.3786715026522984,0.1841290986698901,-0.5476948472211883,0.5773938814898494,0.29424780981930204
drink_level_casual drinker__0,0.24591901327797666,-0.11818157489963783,-0.16208719363979246,0.020043911737703604,0.039037793978171885
drink_level_casual drinker__1,-0.46661556365564794,0.22424196263008173,0.3075500597267856,-0.03803203765615562,-0.07407171165089028
drink_level_social drinker__0,-0.043972030501674864,0.20418553064998596,-0.12007239374720134,0.269680921916847,0.11008804908420589
drink_level_social drinker__1,0.09799481083230385,-0.4550420397342547,0.26758990606519173,-0.6010031974146876,-0.2453390808162303
dress_preference_?__0,-0.04669370766330125,-0.06863808933960162,0.008642477697059267,0.01594233190675605,0.016656163967707954
dress_preference_?__1,2.591500775313216,3.8094139583478808,-0.4796575121867882,-0.8847994208249619,-0.9244171002077938
dress_preference_elegant__0,-0.0058240704313993,0.040438253743089236,-0.0025592790897251,0.015977533575125887,0.06264061603904533
dress_preference_elegant__1,0.15870591925562985,-1.1019424144991845,0.06974035519501026,-0.4353877899221808,-1.7069567870639855
dress_preference_formal__0,0.21697652196033487,-0.05074497098330967,0.2125305279602724,-0.05927485455259686,0.0025853491261378426
dress_preference_formal__1,-0.46408867197071635,0.10853785460318977,-0.45457918480391585,0.12678232779305434,-0.005529774519794807
dress_preference_informal__0,-0.05828803646927485,-0.009220433466966512,0.024853462374915328,0.06314244983499204,-0.033793221081562234
dress_preference_informal__1,0.19504073741641947,0.0308529889086952,-0.0831635087160627,-0.21128435137093507,0.11307731669599658
dress_preference_no preference__0,-0.08556334985985198,0.11647939317705781,-0.2824625806345903,-0.06529969612401473,-0.08729004407776814
dress_preference_no preference__1,0.1292957286771095,-0.17601330524533207,0.42683234407004766,0.09867509636517782,0.131904955495294
ambience_?__0,-0.03778959393678093,-0.06680564282944337,-0.019937250083194444,0.01645535328782708,0.06683239967556308
ambience_?__1,1.385618444348632,2.449540237079588,0.7310325030504642,-0.6033629538869945,-2.4505213214373156
ambience_family__0,0.15312871306787898,0.3803582909606233,0.420572160366258,0.3096883287297946,-0.011234758971166046
ambience_family__1,-0.15586315437266263,-0.38715040329920614,-0.42808237751565537,-0.31521847745711234,0.011435379667079656
ambience_friends__0,0.06139287909181146,-0.09389300926896205,-0.4081547099373862,-0.24924987235849652,-0.09074989409541953
ambience_friends__1,-0.10781188523440077,0.16488528456988424,0.7167594906217513,0.4377070929222379,0.15936566767976107
ambience_solitary__0,-0.08991768606433645,-0.07571505206151526,0.07607623483766489,-0.01516332789447529,-0.0017719032808528486
ambience_solitary__1,0.6916745081872032,0.5824234773962705,-0.5852018064435758,0.11664098380365584,0.01363002523732936
transport_?__0,-0.0940415210583239,-0.0578463548160994,0.012961253268563273,0.007617468394857971,0.014972868479223592
transport_?__1,2.562631448839325,1.5763131687387053,-0.35319415156834855,-0.2075760137598805,-0.40801066605884373
transport_car owner__0,-0.13726103032479328,0.14188051737018148,-0.38774363790765115,0.05669788294040616,-0.17023227090715837
transport_car owner__1,0.379755517231928,-0.39253609805750245,1.072757398211168,-0.15686414280179042,0.47097594950980454
transport_on foot__0,0.03465812256901488,-0.015753850290700182,0.006750920464954385,0.05547126160333931,-0.08961672068225084
transport_on foot__1,-0.2666009428385766,0.12118346377461596,-0.0519301574227258,-0.4267020123333795,0.689359389863468
transport_public__0,0.38675274585986474,-0.0828818135680903,0.6403160275226856,-0.2358160531793014,0.45657250828263507
transport_public__1,-0.27541483417293405,0.05902189754091261,-0.45598262566009423,0.16792961362768433,-0.32513496801945224
marital_status_?__0,-0.04353585430305692,-0.0545738784907586,0.0006883468708460624,0.01248669037970188,0.02351261074819534
marital_status_?__1,4.87601568194237,6.112274390964951,-0.07709484953475612,-1.3985093225266136,-2.633412403797881
marital_status_married__0,-0.1557579082143705,0.17506187773932622,0.0368456477205734,0.03933147857880375,0.0937688011580779
marital_status_married__1,1.6043064546080152,-1.8031373407150615,-0.37951017152190597,-0.40511422936167896,-0.965818651928203
marital_status_single__0,2.029851967289026,-1.023481950670382,-0.26695506066917346,-0.12577906901103678,-0.9650865047471335
marital_status_single__1,-0.26388075574757347,0.1330526535871496,0.034704157886992576,0.016351278971434756,0.1254612456171274
marital_status_widow__0,-0.049270228348962296,0.012487985067831475,-0.003619646631122167,-0.03436507854954893,0.0022930237714668586
marital_status_widow__1,2.7344976733674056,-0.6930831712646531,0.2008903880272804,1.9072618594999624,-0.12726281931641215
hijos_?__0,-0.07323712750190403,-0.12782897350506156,0.023110148274402522,0.0888174042990153,0.021838234979693814
hijos_?__1,1.109019359314546,1.9356958845052163,-0.34995367386952353,-1.344949265099375,-0.33069327254965
hijos_dependent__0,-0.04194064763527897,0.02362957106834452,0.018524073663847656,0.025037886138179654,-0.06155744921600087
hijos_dependent__1,1.5378237466268943,-0.8664176058393029,-0.6792160343410806,-0.9180558250665888,2.2571064712533637
hijos_independent__0,1.4501183836003348,-0.23985521470681864,-0.25523340896236363,-0.8788461893636068,-0.24535266189778415
hijos_independent__1,-0.31185341582802895,0.0515817666036168,0.05488890515319648,0.18899918050830256,0.0527640133113514
hijos_kids__0,-0.1614151545332446,0.15289051134131032,0.005993634554731711,0.05250593646967707,0.09090795867833218
hijos_kids__1,1.6625760916924186,-1.5747722668154978,-0.061734435913736514,-0.5408111456376741,-0.9363519743868225
interest_eco-friendly__0,0.024197539792605707,0.0011658189120454362,-0.07874643873966877,-0.022154398007438455,0.011091434313723458
interest_eco-friendly__1,-0.17111117424771213,-0.008244005163750663,0.5568498168019436,0.15666324305260024,-0.07843228550418749
interest_none__0,-0.18195323967928645,-0.13086977793151333,0.036212601667627416,0.21752317823721387,-0.2014221912018617
interest_none__1,0.6404754036710876,0.46066161831892644,-0.1274683578700484,-0.765681587394993,0.7090061130305528
interest_retro__0,-0.00019042969108854082,-0.00014402969406760756,-0.027489388755476206,-0.001634133124806475,0.018475983827956146
interest_retro__1,0.0033959961577446846,0.0025685295442038833,0.49022743280599296,0.029142040725715124,-0.329488378265219
interest_technology__0,0.03736278309857232,0.07419728618693468,0.05001239328916149,-0.2268657159641444,0.14077185633437667
interest_technology__1,-0.1033703665727168,-0.20527915845051958,-0.13836762143334674,0.6276618141674659,-0.3894688025251089
interest_variety__0,0.14047458176098918,0.07010881079240383,0.0453269925641541,0.027412698496531312,0.039548086444808256
interest_variety__1,-0.27725246400195247,-0.1383726528797447,-0.08946116953451458,-0.05410401019052241,-0.07805543377264791
personality_conformist__0,0.05515418406988135,-0.0025000736711108685,-0.03154408310157978,0.028304082839345303,0.03335243703391926
personality_conformist__1,-0.8351919302010611,0.0378582584482485,0.4776675441096366,-0.42860468299580035,-0.5050511893707778
personality_hard-worker__0,-0.26228449036873924,-0.1885668599327718,-0.03250091808744432,0.13374656773336244,-0.37527711819033693
personality_hard-worker__1,0.31885565495807505,0.22923814344768312,0.03951092002787352,-0.16259386665624465,0.456219241721586
personality_hunter-ostentatious__0,0.014641630117388893,-0.025698761346207362,-0.0791520135542243,-0.05198863416217135,-0.02763574849067252
personality_hunter-ostentatious__1,-0.16919217024538305,0.2969634644450619,0.9146454899599256,0.6007575503184239,0.31934642700332666
personality_thrifty-protector__0,0.13272485610814846,0.21834066126828566,0.2028438677586318,-0.08784629891900388,0.3374021021676924
personality_thrifty-protector__1,-0.19331663824447728,-0.31801791967337284,-0.2954465030397464,0.12795004407767954,-0.49143349663555186
religion_catholic__0,0.45454454969828256,0.5184840196219488,0.518916374625249,0.4508574435166071,-0.2833307528077463
religion_catholic__1,-0.16429321073431902,-0.18740386251395758,-0.18756013540671657,-0.16296052175299056,0.10240870583412506
religion_christian__0,0.02115276781511254,-0.010050260192436891,0.01068196623947914,-0.050483908631582884,0.01275233153415951
religion_christian__1,-0.45689978480643145,0.2170856201566347,-0.23073047077274908,1.0904524264421902,-0.275450361137846
religion_jewish__0,-0.004000223392746209,-0.0019556838587961034,0.0011502189284504163,-0.03334181562156527,-0.010371820602718348
religion_jewish__1,0.44802501998757116,0.2190365921851529,-0.12882451998644376,3.734283349615309,1.1616439075044536
religion_mormon__0,0.003831656093946148,0.001230385117929556,-0.01801153989602691,-0.0055793487843479,0.004143500388863053
religion_mormon__1,-0.4291454825219722,-0.13780313320812285,2.0172924683550146,0.6248870638469632,-0.46407204355266435
religion_none__0,-0.17668839863905594,-0.15986510032109194,-0.16480750715836276,-0.04126989733138882,0.0868915849166105
religion_none__1,0.6913893859789144,0.6255590882129681,0.6448989410544629,0.16149090260108662,-0.34001054967369343
activity_?__0,-0.059103716624756386,-0.06599482944660204,0.004910256487006374,0.0050949438749230596,0.006031173479853565
activity_?__1,2.1671362762410658,2.419810413042071,-0.18004273785689998,-0.18681460874717976,-0.22114302759463172
activity_professional__0,-0.10598091511701559,0.08743920185492288,-0.07134087158479178,-0.08980255043962504,-0.09985485223109876
activity_professional__1,0.8152378085924271,-0.6726092450378692,0.5487759352676295,0.6907888495355766,0.7681142479315288
activity_student__0,1.3563837058664632,-0.2745138596207546,0.189535859934412,0.5252698320836116,0.4043386602361887
activity_student__1,-0.27416266395173194,0.05548684396589707,-0.03831043977397687,-0.10617156180413427,-0.08172802706901693
activity_unemployed__0,-0.0656619322661613,0.011899829014334019,0.014831644538898524,-0.0058600698236700504,-0.003178422308103989
activity_unemployed__1,3.644237240771949,-0.660440510295544,-0.8231562719088673,0.325233875213688,0.1764024380997709
activity_working-class__0,-0.01235103204905497,0.021521369337831695,0.012022009485151086,-0.008123641441431137,0.01778952207176723
activity_working-class__1,1.3833155894941527,-2.410393365837161,-1.346465062336919,0.9098478414402856,-1.9924264720379334
budget_?__0,-0.06548842153068463,-0.10758899477256009,0.010351680654903928,0.0388315943888472,0.026219780332415944
budget_?__1,1.7845594867111547,2.931800107552259,-0.282083297846131,-1.0581609470960867,-0.714489014058335
budget_high__0,-0.0015119663623361847,-0.012778152171905692,-0.058013114131867514,-0.024722216388224146,-0.00805844801310843
budget_high__1,0.04120108337365986,0.34820464668442724,1.58085736009339,0.6736803965791077,0.21959270835720368
budget_low__0,0.21518947305099068,-0.10853952109998073,-0.09923326575727176,0.09592158755014761,0.11917446455094231
budget_low__1,-0.6854183215698225,0.345718474614753,0.3160763279676065,-0.3055280196041739,-0.3795927389400386
budget_medium__0,-0.3200929257727414,0.6415547951870022,0.392261631546126,-0.2796336780394461,-0.3493882621195876
budget_medium__1,0.14363144105187103,-0.2878771516864755,-0.17601483466813347,0.12547665040231548,0.15677678428443018
bmi_group_underweight__0,-0.10651155563736171,-0.060177840526630035,-0.04708907857953095,-0.07111783800219841,0.0008810191660413949
bmi_group_underweight__1,0.6457263060515049,0.3648281581926941,0.28547753888840643,0.43115189288832767,-0.005341178694126202
bmi_group_normal__0,0.38584911301644315,-0.1633529006747855,0.2813338860471101,0.2722240609038277,0.17617454483656364
bmi_group_normal__1,-0.2954157271532144,0.12506706457913255,-0.21539625650481872,-0.2084215466294931,-0.13488363589049412
bmi_group_overweight__0,-0.024361682396805345,0.11847854450483773,-0.12236595334263747,0.041607348454265974,-0.06965015062589615
bmi_group_overweight__1,0.09532832242228151,-0.4636116958884961,0.4788232956885817,-0.16281136351669312,0.27254406766655
bmi_group_obesity_i__0,0.009236781834732567,-0.008174225931136144,-0.007614836975753097,-0.08032134234337504,-0.01469320273281964
bmi_group_obesity_i__1,-0.16472260938606512,0.14577369577192634,0.13579792606759744,1.4323972717901885,0.2620287820686163
bmi_group_obesity_ii__0,-0.05695384807526312,0.028965871920861554,0.024554636105191565,-0.028748655974024415,0.01627638031889978
bmi_group_obesity_ii__1,2.088307762759646,-1.0620819704315945,-0.900336657190357,1.0541173857142274,-0.5968006116929931
bmi_group_obesity_iii__0,-0.009873630297380517,0.007739910018294218,-0.0008125572180536003,0.014031479722549594,-0.023818992343163165
bmi_group_obesity_iii__1,1.1058465933066124,-0.866869922048964,0.09100640842200536,-1.5715257289255566,2.667727142434272
age_group_1930s__0,0.0041005105335865264,-0.0018485565973362977,-0.031660527084567625,0.004887293254408428,-0.03730867502794515
age_group_1930s__1,-0.11173891204023396,0.050373167277411326,0.8627493630544688,-0.13317874118263,1.0166613945115035
age_group_1940s__0,-5.298359184661069e-17,-1.1317603562872014e-16,2.0444808765031805e-17,-2.2220040030476057e-17,-4.1571512262870164e-17
age_group_1950s__0,-0.024056806153975818,0.019667876668428785,0.0019940365541077183,0.008464692923387088,-0.028936458022675013
age_group_1950s__1,2.6943622892452885,-2.202802186864037,-0.22333209406006102,-0.9480456074193557,3.2408832985396
age_group_1960s__0,-0.02509063648792379,0.04697443634552212,-0.026443117714031163,0.028720066104335085,0.007891339718776317
age_group_1960s__1,1.3925303250797672,-2.6070812171764826,1.4675930331287301,-1.593963668790599,-0.4379693543920857
age_group_1970s__0,-0.0004376438268694189,0.0024965136624930597,0.0006293097226354888,-0.00955440172019967,-9.681304337013758e-05
age_group_1970s__1,0.049016108609370085,-0.27960953019923573,-0.07048268893517197,1.070092992662361,0.010843060857452534
age_group_1980s__0,-0.17472480097869536,-0.020310206733097285,-0.12958754277267928,-0.518369806979269,0.36347247249953785
age_group_1980s__1,0.19090302329153747,0.02219078143060607,0.14158638932570505,0.5663670113292014,-0.3971273310643098
age_group_1990s__0,0.24822978479993993,-0.10156095621054617,0.22158118966239007,0.43524554346303457,-0.2419748814324812
age_group_1990s__1,-0.3017695423058095,0.12346626049125202,-0.2693732109621212,-0.5291220332295716,0.2941655421336045
age_group_2000s__0,-5.298359184661069e-17,-1.1317603562872014e-16,2.0444808765031805e-17,-2.2220040030476057e-17,-4.1571512262870164e-17
age_group_2010s__0,-5.298359184661069e-17,-1.1317603562872014e-16,2.0444808765031805e-17,-2.2220040030476057e-17,-4.1571512262870164e-17
age_group_2020s__0,-5.298359184661069e-17,-1.1317603562872014e-16,2.0444808765031805e-17,-2.2220040030476057e-17,-4.1571512262870164e-17
